Data;s_1001;s_1002;s_1003;s_1004;s_1005;s_1006;s_1007;s_1008;s_1009;s_1010;s_1011;s_1012;s_1013;s_1014;s_1015;s_1016;s_1018;s_1019;s_1020;s_1021;s_1022;s_1028;s_1029;s_1030;s_1031;s_1032;s_1033;s_1034;s_1035;s_1036;s_1037
abr/08;106,7979885;70,31188996;NA;118,7864839;11,55597919;31,48141444;106,8806573;NA;86,44573224;118,0550389;113,2808877;1994276048;96,08045748;NA;113584,9422;2,17906328;0,904002716;94,26281156;423997,8953;2084192,48;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
mai/08;102,2731626;69,63222785;NA;120,2194747;11,43888366;33,31861446;109,506466;NA;86,33723108;111,3717339;110,492204;2028620050;87,16978305;NA;114703,2838;2,282214497;0,871928269;91,2318894;425355,0816;2093555,683;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
jun/08;108,3173862;70,85548107;NA;122,9879274;11,28492269;34,88515451;111,8883513;NA;87,24378667;147,4769202;118,9915945;2205154486;90,85882915;NA;116268,1761;2,188347956;0,907911499;90,16180453;426654,7742;2107814,875;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
jul/08;106,1738617;70,7643126;NA;121,7906221;11,29955597;35,24059306;112,3613319;NA;86,8465563;130,1704501;116,2848627;2023385919;83,73944988;NA;116331,9423;2,139170341;0,905630493;93,45370133;426834,3834;2119675,027;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ago/08;107,231414;69,9827967;NA;122,4688189;10,96808459;35,36641628;113,6600531;NA;86,15462393;128,3158447;114,6899611;1943085029;92,36951467;NA;119406,5346;2,165597118;0,921147524;94,75581488;425028,2364;2126744,511;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
set/08;112,904602;70,32772334;NA;125,6585294;10,99694552;34,42999998;115,5185726;NA;87,61302715;139,3596166;119,1131001;2088119141;130,5304524;NA;121600,7329;2,142922452;0,908360534;109,7550309;424187,8733;2135445,425;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
out/08;104,9345476;68,46558208;NA;122,5771443;10,74340388;32,46991075;115,4133364;NA;84,15695952;135,5634098;117,8959974;2066563642;86,40416771;NA;122623,7573;2,166396865;0,904677655;114,6588001;422932,3173;2137676,427;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
nov/08;96,63488255;66,26082119;NA;120,6905082;10,63841092;31,16794258;115,6484172;NA;82,82942092;107,1687206;106,8345787;2019708954;96,10871679;NA;125319,6722;2,133462616;0,878398737;115,4226836;420252,9178;2137472,993;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dez/08;84,75649412;63,57861738;NA;115,7448505;10,69974973;29,71928058;112,4972378;NA;80,78289202;89,99687351;99,93670659;1818917884;90,82624527;NA;126205,4529;2,376623225;0,890250072;115,4579511;417620,8179;2133777,483;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
jan/09;89,02888418;68,10661282;NA;117,1063939;10,8158261;28,19390899;115,509656;NA;79,39237411;81,06676813;98,07373101;1924961302;72,15302201;NA;127691,9018;2,58407578;0,849307345;103,4619422;414862,0809;2130647,379;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fev/09;91,7455793;69,11147783;NA;119,0049823;10,97536705;27,78288351;116,6286433;NA;78,29655162;89,59166464;98,74681477;1926067130;89,80395654;NA;128950,087;2,730896131;0,842604516;107,7411894;413854,7392;2126037,464;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
mar/09;94,56537264;69,92681132;NA;122,5533611;11,57274638;29,85856016;117,799059;NA;77,54225989;84,7684919;95,16449184;1952771736;83,11517973;NA;129690,4538;2,857026269;0,861453637;105,5926705;411014,7588;2124130,784;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
abr/09;99,08458072;68,67521349;NA;121,7163435;11,68089814;30,50751763;116,9180889;NA;77,82340394;87,31517291;95,89090234;2011059411;89,38678354;NA;130906,8891;2,979643201;0,865459971;101,7771583;411055,8945;2124551,443;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
mai/09;99,3150986;70,87822598;NA;120,9147241;11,84544143;31,19982023;113,5762997;NA;77,45080953;95,89658202;97,26069597;2035065842;91,36768044;NA;130023,4166;3,118797869;0,854702858;91,69059488;409938,0515;2127834,532;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
jun/09;99,4146439;73,88989349;NA;121,3016704;11,37906761;29,83300987;116,3378107;NA;78,24143079;91,54626409;97,84445569;1969917916;114,8688322;NA;131587,1022;3,221903068;0,878810954;98,12173671;410050,9646;2132227,037;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
jul/09;100,5718305;69,89457681;NA;120,9597041;11,40943368;29,47545504;116,6412324;NA;78,606264;99,74108077;98,828667;1992607210;82,50899361;NA;132722,1046;3,472402014;0,876833659;98,33541044;410702,6747;2137739,376;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ago/09;102,9318563;71,08985493;NA;122,2236982;11,28630239;28,49440367;117,1728566;NA;77,8160127;94,21593221;97,91437882;2006842954;87,78445914;NA;134016,1738;3,541494071;0,904548261;93,98173351;412078,6225;2148056,028;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
set/09;104,6756897;74,85881676;NA;124,2273226;11,07954084;28,68770508;115,7812218;NA;79,12335368;99,47210802;100,5581753;2008567930;83,39935559;NA;135880,4632;3,641374672;0,896747278;94,1282844;415135,2677;2158685,903;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
out/09;103,8964618;74,35226015;NA;124,7995973;10,55489569;29,32597285;117,7371343;NA;80,42713493;103,6733343;102,0846095;2085083497;83,4822399;NA;138772,9905;3,626117445;0,894685106;88,60710764;416663,1911;2169239,542;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
nov/09;105,4317115;73,95954498;NA;124,537256;10,41969797;31,1276757;115,6575914;NA;80,87848132;94,08045398;100,428102;2157716859;77,81818896;NA;140052,5653;3,636462384;0,916205826;86,90512215;419109,9005;2183724,413;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dez/09;107,0569459;74,68098918;NA;127,569828;10,26643656;30,68059578;118,0220058;NA;81,24768734;107,1127402;103,7548728;2203010947;82,86490909;NA;141452,0953;3,587231601;0,915353248;86,8600103;420437,0923;2199755,921;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
jan/10;108,1076252;75,93529104;NA;127,0295206;10,43923887;31,08146732;117,3625555;66,14341441;82,55736876;116,9627533;107,2190496;2256375767;77,20480035;134,298052;143150,7649;3,538094934;0,922291337;89,65703389;421654,064;2217493,298;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fev/10;98,46629854;77,05913487;NA;127,0691624;10,07140445;29,87081124;120,2161562;65,0329506;82,64974136;113,960002;105,5101989;1963847180;74,18792256;135,006531;143756,3573;3,515512403;0,928886651;93,51449201;423668,6197;2233144,241;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
mar/10;104,9558705;82,07682964;NA;130,1457166;9,657469837;29,67808613;121,0032878;65,50748901;83,25106066;109,7087843;106,7077341;2402803928;72,14913248;119,6639952;145090,2398;3,404752105;0,901512297;90,59337127;426876,7078;2257024,547;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
abr/10;105,02855;77,4597766;NA;129,4390759;9,30986841;27,29644975;121,9302152;67,45278276;82,95799757;112,3847357;107,8445252;2326364783;91,50640994;133,8211483;146293,9979;3,283804888;0,925696314;91,10585232;429300,8153;2277140,218;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
mai/10;103,4672443;78,63028054;NA;129,2100695;9,090854001;29,07638541;119,9302331;64,20825983;83,7231277;106,0712817;107,1733034;2257874439;87,13669272;136,7654821;146820,7593;3,099637616;0,926533376;90,62901115;431114,582;2294966,352;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
jun/10;106,3714091;79,16549056;NA;129,5055917;9,038040363;28,90161636;121,5771267;63,08204644;82,92696728;118,513635;108,9458847;2215050338;79,32264323;130,1890044;149555,7768;3,011038391;0,929373569;92,18726041;431601,1165;2309711,173;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
jul/10;109,5887641;81,49996559;NA;131,4168728;8,48843752;28,72853827;123,0175124;63,24082301;82,95218214;114,3850769;108,5324761;2294690325;85,19539372;134,059564;151277,2305;2,858012316;0,92873077;88,70220486;432697,1393;2325701,685;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ago/10;102,7945082;82,08705275;NA;130,0471286;8,48239847;27,66621129;125,2521371;62,1449455;83,78189217;117,2997162;109,3828175;2607195305;75,55495776;127,2316737;153490,9458;2,648875427;0,898990237;89,21702484;435057,2489;2344839,713;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
set/10;100,1510068;81,98144758;NA;129,312299;8,332915692;26,86682252;125,941205;59,95676586;83,53899968;106,1131449;106,4606158;2328134983;75,81709146;133,4008013;154147,6366;2,661330169;0,916312463;87,44884491;435951,6765;2355275,431;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
out/10;97,97933541;83,99948145;NA;129,6981901;8,312870369;27,2395678;126,4045931;60,47673741;82,5477271;106,4370083;105,6654269;2174012012;82,60132726;133,1587874;155088,6457;2,638537708;0,905226804;88,43590058;437193,7257;2369654,503;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
nov/10;109,100059;85,88905539;NA;133,0073612;7,950207076;25,94432189;128,6369297;58,74438236;82,89743274;114,6719926;108,6598144;2169347054;80,33298766;131,8625542;154821,0096;2,550376079;0,903733136;87,11330914;437866,7057;2386905,759;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dez/10;106,4649959;84,86626986;NA;132,9301259;7,814499482;26,63578705;128,629684;58,5754966;83,57604484;109,120299;107,4320035;2245986044;79,83101193;135,6860998;156249,9788;2,51603156;0,922709565;84,40569542;439582,1005;2394721,172;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
jan/11;102,6806903;83,36648015;NA;134,6525731;7,824904227;26,06901915;132,1135378;59,27068957;83,05567667;110,6442526;107,4771855;2194519952;89,22808343;135,6399473;157124,4428;2,511614696;0,911438338;86,82189053;440507,7777;2406459,716;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fev/11;106,8603986;90,36059349;NA;135,8608891;7,63765;25,90122251;128,3614621;58,55082551;83,26344524;110,1834256;108,260166;2184318075;88,8195547;129,0615671;158198,9053;2,25925109;0,926742937;87,25602708;441979,5271;2420151,573;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
mar/11;106,0826509;81,23282296;NA;135,5768017;7,276881895;25,38129488;126,9366956;57,21922581;83,53627816;112,253614;108,6337588;2230577353;92,03976521;126,9609175;159061,32;2,278636085;0,920588323;88,46445418;444936,3926;2428528,697;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
abr/11;108,6291027;86,03683111;NA;135,0166627;7,207793878;24,12300493;126,1278052;56,9480286;83,39782154;113,1586831;108,5459517;2239044814;84,88798521;120,2852433;160504,1046;2,261334426;0,914225412;87,60468248;445588,6156;2442830,772;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
mai/11;107,5775928;86,57262815;NA;136,2553072;7,367522774;22,85463405;127,4903763;53,79729958;83,93672572;113,7791815;110,6650648;2207593119;84,7136752;115,8909774;162493,7726;2,343834294;0,928252631;88,68781396;446260,8748;2453621,707;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
jun/11;106,9676431;86,64184749;NA;134,832832;7,472218483;21,95353704;127,1634472;55,2698402;82,80499845;103,7607901;106,0164414;2243496162;85,75141717;117,1265826;165303,2891;2,396063527;0,921328038;85,9072754;448139,9335;2465355,138;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
jul/11;108,8920523;87,04241674;NA;135,9509839;7,675796424;22,35987664;128,6855949;56,73581553;82,59813379;106,1255201;106,584656;2289287393;83,4913273;133,1072418;167598,1568;2,462086949;0,920760692;84,40981199;449010,2392;2475886,381;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ago/11;104,1213532;86,1225928;NA;135,2162617;7,526250988;22,93816278;129,1633925;53,71185088;81,94835601;101,5257836;105,0913006;2391482429;83,95933176;122,3052862;168688,201;2,44515687;0,924327021;82,67809402;448945,8983;2483143,226;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
set/11;104,1437018;85,32555927;NA;136,2992739;7,558299334;23,04235482;130,7194649;53,29988593;81,81617491;106,891291;106,3995899;2297009659;93,33257435;118,7500846;171175,2368;2,481823165;0,924641884;93,58012312;448571,7925;2489019,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
out/11;105,0687707;84,97943229;NA;136,8279779;7,151368524;23,17832944;129,7735503;52,41302934;82,23046206;102,0872418;105,0157221;2343409087;94,50179916;132,6077971;173113,1906;2,549759544;0,935188456;89,57133466;448276,676;2499692,699;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
nov/11;102,8424777;86,21352338;NA;136,9021869;7,112502239;22,79348846;130,0021659;52,08239681;82,41091163;101,9321094;104,7750591;2333420849;93,44028902;122,0943515;175359,3128;2,739811924;0,942922835;88,1165248;448837,2189;2507063,043;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dez/11;109,824886;90,02718666;NA;141,3747444;6,849084695;22,49581509;128,2992187;52,49073851;83,20671097;105,3801881;107,4126705;2387517920;92,80086724;113,3709118;177801,9283;2,740950121;0,920390461;90,29947389;449374,1656;2512424,09;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
jan/12;103,8989049;89,58341797;95,98137026;135,3707497;6,951235032;21,00412197;128,8791029;53,01311647;83,92954963;97,67790921;105,6543522;2372810248;95,0491575;114,7629496;180114,231;2,782182489;0,929275792;87,46151706;448937,0988;2515005,251;NA;100;100;100;100;100;100;100;100;100;100
fev/12;94,21122252;88,66325653;94,89227579;124,9791731;7,340900503;20,76187099;125,3330385;53,67276741;81,08048108;92,96076015;103,5152718;2029910129;89,88988276;114,4143882;182237,0635;2,894332881;0,926512389;83,62635073;447428,298;2513977,354;NA;100,6;100,79;100,41;99,35;99,85;100,86;100,66;102,59;99,7;100,45
mar/12;101,2050824;90,46332711;97,96691982;125,5133806;7,500994295;21,15329423;129,5930632;53,30483623;82,10825069;100,1047093;105,5264628;2600056999;144,7038073;119,7983571;184548,1601;2,840053844;0,919889153;81,50701481;445349,2499;2511247,07;NA;100,7006;101,062133;101,263485;99,042015;100,18949;100,920516;100,579472;102,836216;99,62024;100,61072
abr/12;98,0293504;90,09668949;95,24319944;126,4106751;7,645112859;22,1142316;131,3613027;53,31500069;81,69044563;97,9924219;103,7674627;2353563613;76,03886919;125,3597661;186207,1818;3,063555258;0,92142955;96,51728663;446764,7507;2518554,451;NA;101,3853641;101,7998866;101,030579;100,5969746;99,7386373;102,7169012;102,8123363;102,9801867;100,3673918;101,3451783
mai/12;100,9374632;91,65242094;96,43352474;137,2141275;7,065197992;22,95288179;135,10687;54,81851298;81,80865665;96,26014367;104,7011318;2342727637;68,17462072;125,578405;187281,0086;3,0662967;0,918370508;101,8652969;447744,209;2523518,045;NA;101,8010441;102,5328458;101,3942891;102,7899887;99,33968275;103,4359195;103,1002108;103,1140609;100,8491553;101,7809625
jun/12;97,4570837;98,85189403;97,5850597;137,9279075;6,963492455;23,14240617;133,5542324;54,68497805;81,33678963;97,21938496;103,0524798;2336002205;79,04622441;134,8558052;188339,0483;3,058318279;0,92425125;104,7995751;447675,3764;2528398,427;4222,737085;103,0430168;102,3585399;100,8568993;102,6871987;97,94892719;103,7565708;104,0384227;103,1553066;100,7785609;101,8623873
jul/12;99,08261815;93,99042728;94,52858711;137,8138445;6,728978015;23,78146858;133,0811358;54,23970371;81,91996746;101,3873823;105,3888899;2414265910;79,47035769;128,5711833;186962,1332;3,055885684;0,933657927;101,3844926;449372,7311;2537015,627;4267,668719;104,1455771;103,2490592;100,7560424;102,8720357;98,37010757;104,1300945;105,4013261;103,2687774;101,0607408;102,534679
ago/12;101,8482862;100,2379333;97,069894;141,1042747;6,74411244;22,17184339;130,8672387;53,3010833;82,46913583;100,4105963;105,1306377;2100036245;80,38776585;136,6007924;187170,2812;3,10718764;0,918158731;100,4509417;450485,5068;2543348,408;4309,023343;105,8223209;103,5278317;101,733376;102,5016963;98,54717377;104,8485922;105,2748445;104,569964;101,1213773;103,1498871
set/12;101,2755991;90,65131458;95,48214164;139,1656116;6,771437414;21,09077939;128,5808154;56,08756879;82,56858675;100,3875899;103,6999333;2237357135;72,97110513;136,8530269;187078,6755;3,065464238;0,944685287;97,67117633;450658,7367;2547462,165;4321,83447;107,4202379;104,3353488;101,9673628;101,9276868;98,57673792;105,1107136;106,285483;104,9255019;101,0910409;103,7584715
out/12;98,3237621;96,9443458;96,25938164;139,536279;7,006956792;20,08532421;130,2597792;56,55566047;82,47623879;102,5464596;105,7562463;2406860128;71,54736699;132,3396181;190174,5756;2,995542971;0,943155593;95,25142264;452180,6345;2550143,443;4335,243981;108,365536;104,5022853;101,9775596;102,7227228;99,148483;105,3629793;106,6468536;105,1143678;101,3639867;104,266888
nov/12;100,8054096;94,57313546;96,09625345;139,5384734;6,996817849;19,6078018;131,3646328;57,4353399;82,18634637;101,3928441;105,1876231;2632490068;76,83588491;132,0784063;191442,9922;2,967778584;0,941524871;95,40887306;452223,7204;2554862,677;4390,764813;108,6147768;104,2723803;102,0897349;103,5753214;99,77311844;105,5737053;107,3613876;105,335108;101,9620342;104,6213954
dez/12;99,27818108;95,74959678;96,71000179;139,5424141;6,86118758;19,35078024;133,4796132;55,83742371;81,61054523;110,6248165;107,5440044;2412498329;77,9815247;135,0747589;191736,2998;2,985735625;0,940595548;93,22253601;451454,4849;2563790,384;4460,536395;109,8095393;104,6477609;102,7737361;105,0460909;99,54364027;105,9537706;109,0576975;105,5563117;101,8396798;105,270048
jan/13;102,9418789;94,67591678;95,2225241;141,5458707;6,736024132;17,90051363;133,1738303;54,96546843;82,10300458;112,5629831;107,4253458;2408210227;78,76843782;135,4609715;192930,8755;2,958504972;0,915493905;90,6778254;453744,0898;2573407,995;4535,967069;111,8849396;103,9047618;103,7706413;103,6384733;100,2802632;106,8967592;111,5878361;107,4879922;101,8600477;106,1964245
fev/13;105,4175207;95,48228791;96,96684471;140,957647;6,520200891;19,57818365;134,2691543;56,84367301;82,03267572;115,2395754;108,6775941;2452316715;85,55815751;137,6812725;196246,768;2,874527327;0,948088388;95,18886898;452935,148;2581713,947;4601,762067;113,0932969;100,6005903;103,4178211;103,6384733;101,8446353;107,3243462;112,1234577;111,1318351;102,0026518;106,5893512
mar/13;104,1484408;97,47769827;96,34284524;139,7877717;6,44262213;20,1258197;135,2725365;55,09650012;82,58851354;110,6181304;109,0137981;2361396481;97,04446635;143,9873457;199067,409;2,865234758;0,90936072;97,89113681;454973,6239;2591784,306;4673,078935;113,4891235;100,9325723;103,5315808;103,9597526;102,1298003;107,7107139;112,5607392;111,7986261;102,3698613;106,951755
abr/13;108,3705858;98,8756271;101,0834621;143,263538;6,401087105;20,22339697;135,1109096;54,55154056;83,38998951;114,4575844;110,7518901;2470509462;97,22661532;136,9605669;200810,8021;2,765693213;0,938237795;98,61162194;455878,2468;2599539,841;4722,451052;113,1032605;101,6996598;104,2355955;105,1241018;101,772346;109,5848803;112,4594345;111,809806;102,1753586;107,2084392
mai/13;107,2182546;95,44625495;98,38739513;144,014787;6,359134715;19,95072233;135,6813103;54,5410978;82,75482573;103,579406;108,6992395;2577795879;99,85352914;139,7460502;202525,8591;2,741991568;0,949580396;96,7179067;455589,943;2605238,431;4754,136708;113,7027077;102,1979882;105,6010818;106,8481371;101,6196875;110,2533481;113,0554695;111,8433489;101,9812254;107,7015981
jun/13;110,7530185;99,93488194;96,57013243;145,5058425;6,442519809;20,3199922;135,133799;54,00417427;83,70772803;115,8471713;111,5600877;2516428061;187,3251798;136,4333189;204317,3406;2,709995712;0,936795533;94,74755831;455944,7745;2613498,995;4795,506432;114,2029997;102,0957902;106,0340462;107,8631944;101,6603353;110,2533481;113,1006917;112,1341416;102,2361785;107,9385416
