date;month;quarter;year;s_1001;s_1002;s_1003;s_1004;s_1005;s_1006;s_1007;s_1008;s_1009;s_1010;s_1011;s_1012;s_1013;s_1014;s_1015;s_1016;s_1017;s_1018;s_1019;s_1020;s_1021;s_1022;s_1023;s_1024;s_1025;s_1026;s_1027;s_1028;s_1029;s_1030;s_1031;s_1032;s_1033;s_1034;s_1035;s_1036;s_1037
01/jan/91;1;1;1991;;;;;;;;;71,59686207;40,51713859;52,52295093;;;;;;;;;;;;;;;;;;;;;;;;;;
01/fev/91;2;1;1991;;;;;;;;;71,70772238;35,97445946;49,3106847;;;;;;;;;;;;;;;;;;;;;;;;;;
01/mar/91;3;1;1991;;;;;;;;;75,4681758;42,45678678;56,20403131;;;;;;;;;;;;;;;;;;;;;;;;;;
01/abr/91;4;2;1991;;;;;;;;;77,61540691;56,70793288;65,00339438;;;;;;;;;;;;;;;;;;;;;;;;;;
01/mai/91;5;2;1991;;;;;;;;;78,81537721;59,51049237;68,71820132;;;;;;;;;;;;;;;;;;;;;;;;;;
01/jun/91;6;2;1991;;;;;;;;;78,99871156;52,54977148;66,58448045;;;;;;;;;;;;;;;;;;;;;;;;;;
01/jul/91;7;3;1991;;;;;;;;;79,30080339;55,5004871;67,67804224;;;;;;;;;;;;;;;;;;;;;;;;;;
01/ago/91;8;3;1991;;;;;;;;;78,72081108;50,31201785;64,17245009;;;;;;;;;;;;;;;;;;;;;;;;;;
01/set/91;9;3;1991;;;;;;;;;77,38099085;48,90766061;64,73902168;;;;;;;;;;;;;;;;;;;;;;;;;;
01/out/91;10;4;1991;;;;;;;;;77,67678493;48,21946401;64,42878324;;;;;;;;;;;;;;;;;;;;;;;;;;
01/nov/91;11;4;1991;;;;;;;;;75,3249271;43,87994827;59,07046583;;;;;;;;;;;;;;;;;;;;;;;;;;
01/dez/91;12;4;1991;;;;;;;;;73,44759935;43,44837146;54,98263929;;;;;;;;;;;;;;;;;;;;;;;;;;
01/jan/92;1;1;1992;;;;;;;;;74,76512756;41,78380805;56,93074088;;;;;;;;;;;;;;;;;;;;;;;;;;
01/fev/92;2;1;1992;;;;;;;;;74,53221096;43,06458069;56,81102779;;;;;;;;;;;;;;;;;;;;;;;;;;
01/mar/92;3;1;1992;;;;;;;;;76,47531516;52,34035617;63,36206738;;;;;;;;;;;;;;;;;;;;;;;;;;
01/abr/92;4;2;1992;;;;;;;;;77,19795639;55,72027383;64,96353853;;;;;;;;;;;;;;;;;;;;;;;;;;
01/mai/92;5;2;1992;;;;;;;;;77,42457524;53,58352032;65,82261097;;;;;;;;;;;;;;;;;;;;;;;;;;
01/jun/92;6;2;1992;;;;;14,8;20;69,6;;77,23594279;49,89982686;64,47803976;;;;;;;;;;;;;;;;;;;;;;;;;;
01/jul/92;7;3;1992;;;;;14,5;20;72;;77,04441137;49,68333572;65,85314282;;;;;;;;;;;;;;;;;;;;;;;;;;
01/ago/92;8;3;1992;;;;;14;19;72,4;;76,94194807;48,35182069;64,35624303;;;;;;;;;;;;;;;;;;;;;;;;;;
01/set/92;9;3;1992;;;;;14,3;21;74,2;;77,73676345;48,13586266;65,15758645;;;;;;;;;;;;;;;;;;;;;;;;;;
01/out/92;10;4;1992;;;;;14,5;22;76,5;;78,21579192;49,00769144;64,22704576;;;;;;;;;;;;;;;;;;;;;;;;;;
01/nov/92;11;4;1992;;;;;14,5;23;79,3;;77,28912375;45,15243347;63,15820751;;;;;;;;;;;;;;;;;;;;;;;;;;
01/dez/92;12;4;1992;;;;;13,2;24;80,5;;76,85967753;48,48878151;63,80153223;;;;;;;;;;;;;;;;;;;;;;;;;;
01/jan/93;1;1;1993;;;;;12,7;24;80,8;;78,25817674;45,49987583;62,72282936;;;;;;;;;;;;;;;;;;;;;;;;;;
01/fev/93;2;1;1993;;;;;12,6;25;80,5;;78,80318158;47,81095632;61,98101609;;;;;;;;;;;;;;;;;;;;;;;;;;
01/mar/93;3;1;1993;;;;;13,2;24;79;;81,39455364;59,28765237;71,55743986;;;;;;;;;;;;;;;;;;;;;;;;;;
01/abr/93;4;2;1993;;;;;13,3;24;77,6;;80,65681782;57,92575007;68,79478125;;;;;;;;;;;;;;;;;;;;;;;;;;
01/mai/93;5;2;1993;;;;;12,9;23;78,9;;80,0377395;56,18601815;69,84017287;;;;;;;;;;;;;;;;;;;;;;;;;;
01/jun/93;6;2;1993;;;;;12,6;24;78,4;;80,57524703;55,40549658;69,79450329;;;;;;;;;;;;;;;;;;;;;;;;;;
01/jul/93;7;3;1993;;;;;12,3;24;80,4;;80,71249788;55,00547019;70,46400626;;;;;;;;;;;;;;;;;;;;;;;;;;
01/ago/93;8;3;1993;;;;;12,3;25;78;;80,12980653;58,64268615;70,20151084;;;;;;;;;;;;;;;;;;;;;;;;;;
01/set/93;9;3;1993;;;;;12,2;26;80,1;;80,01724684;52,96569424;68,75278865;;;;;;;;;;;;;;;;;;;;;;;;;;
01/out/93;10;4;1993;;;;;11,9;26;81,1;;81,17913078;52,26804706;68,19263957;;;;;;;;;;;;;;;;;;;;;;;;;;
01/nov/93;11;4;1993;;;;;11,2;26;83,7;;80,96420775;53,84571353;69,84917997;;;;;;;;;;;;;;;;;;;;;;;;;;
01/dez/93;12;4;1993;;;;;10,7;25;83,1;;78,99651235;50,88041008;67,17357319;;;;;;;;;;;;;;;;;;;;;;;;;;
01/jan/94;1;1;1994;;;;;9,9;25;82,7;;78,9852164;52,21425141;65,234302;;;;;;;;;;;;;;;;;;;;;;;;;;
01/fev/94;2;1;1994;;;;;10,4;25;80,5;;76,54938864;44,4903108;61,25973503;;;;;;;;;;;;;;;;;;;;;;;;;;
01/mar/94;3;1;1994;;;;;10,9;27;79,6;;80,49607538;53,56345599;70,04625566;;;;;;;;;;;;;;;;;;;;;;;;;;
01/abr/94;4;2;1994;;;;;11,7;27;77,1;;78,59525604;53,77122352;67,71054438;;;;;;;;;;;;;;;;;;;;;;;;;;
01/mai/94;5;2;1994;;;;;12,2;27;75,5;;79,27071416;55,79738093;72,28479844;;;;;;;;;;;;;;;;;;;;;;;;;;
01/jun/94;6;2;1994;;;;;12,6;26;71,5;;79,68266665;55,81158104;72,90406547;;;;;;;;;;;;;;;;;;;;;;;;;;
01/jul/94;7;3;1994;;;;;12,9;25;68;;78,85566279;49,96011676;68,35937253;;;;;;;;;;;;;;;;;;;;;;;;;;
01/ago/94;8;3;1994;;;;;12,2;25;66,9;;79,94197379;56,63077732;75,1110003;;;;;;;;;;;;;;;;;;;;;;;;;;
01/set/94;9;3;1994;;;;;11,1;26;71,8;;80,87953806;59,46740738;77,13728296;;;;;;;;;;;;;;;;;;;;;;;;;;
01/out/94;10;4;1994;;;;;10,8;27;77,7;;81,49881631;60,80037634;76,9895273;;;;;;;;;;;;;;;;;;;;;;;;;;
01/nov/94;11;4;1994;;;;;11;27;81,8;;82,97448789;62,74269008;79,50581157;;;;;;;;;;;;;;;;;;;;;;;;;;
01/dez/94;12;4;1994;;;;;10,4;26;83,9;;81,13234754;63,90758399;78,03877133;;;;;;;;;;;;;;;;;;;;;;;;;;
01/jan/95;1;1;1995;;;;;9,7;27;83,2;;80,83205507;58,79985668;74,54422389;;;;;;;;;;;;;;;;;;;;;;;;;;
01/fev/95;2;1;1995;;;;;9,1;26;84;;80,39501157;54,88164327;71,17945022;;;;;;;;;;;;;;;;;;;;;;;;;;
01/mar/95;3;1;1995;;;;;9,7;26;82,8;;81,77511737;64,81430724;81,30594765;;;;;;;;;;;;;;;;;;;;;;;;;;
01/abr/95;4;2;1995;;;;;9,8;24;83,8;;79,41606212;53,17002078;74,27709723;;;;;;;;;;;;;;;;;;;;;;;;;;
01/mai/95;5;2;1995;;;;;9,9;23;85;;80,40940641;60,50745661;80,33649441;;;;;;;;;;;;;;;;;;;;;;;;;;
01/jun/95;6;2;1995;;;;;10,1;23;86,3;;78,52428145;56,56699797;76,52998756;;;;;;;;;;;;;;;;;;;;;;;;;;
01/jul/95;7;3;1995;;;;;10,7;25;87,5;;76,84868146;50,33193678;73,63060052;;;;;;;;;;;;;;;;;;;;;;;;;;
01/ago/95;8;3;1995;;;;;11,4;25;87,1;;78,85996125;52,05931024;75,41160212;;;;;;;;;;;;;;;;;;;;;;;;;;
01/set/95;9;3;1995;;;;;12,2;24;88,6;;76,76361193;45,15597139;71,19872497;;;;;;;;;;;;;;;;;;;;;;;;;;
01/out/95;10;4;1995;;;;;12,5;25;89,1;;79,35238492;49,59891047;75,17325677;;;;;;;;;;;;;;;;;;;;;;;;;;
01/nov/95;11;4;1995;;;;;12,2;27;88,2;;79,02350269;50,48164377;74,59850855;;;;;;;;;;;;;;;;;;;;;;;;;;
01/dez/95;12;4;1995;;;;;10,9;29;86,5;;80,19818205;44,35349538;70,94959753;;;;;;;;;;;;;;;;;;;;;;;;;;
01/jan/96;1;1;1996;;;;;10,8;29;83,7;;77,39378627;46,443626;69,42314658;;;;;;;;;;;;;;;;;;;;;;;;;;
01/fev/96;2;1;1996;;;;;11,3;28;84,2;;78,60035421;42,42552715;68,89405797;;;;;;;;;;;;;;;;;;;;;;;;;;
01/mar/96;3;1;1996;;;;;13,1;29;84,5;;81,98444241;49,78060407;76,11708911;;;;;;;;;;;;;;;;;;;;;;;;;;
01/abr/96;4;2;1996;;;;;13,8;29;87,7;;81,50211513;54,16645192;77,81752554;;;;;;;;;;;;;;;;;;;;;;;;;;
01/mai/96;5;2;1996;;;;;14,2;29;88,2;;82,46856905;57,13563252;81,77182469;;;;;;;;;;;;;;;;;;;;;;;;;;
01/jun/96;6;2;1996;;;;;14,3;31;90,1;;82,5315465;51,77574417;79,17881691;;;;;;;;;;;;;;;;;;;;;;;;;;
01/jul/96;7;3;1996;;;;;13,6;30;91,3;;82,59552359;56,74156727;82,20792664;;;;;;;;;;;;;;;;;;;;;;;;;;
01/ago/96;8;3;1996;;;;;13;32;92,2;;83,14772586;55,27473923;79,83452988;;;;;;;;;;;;;;;;;;;;;;;;;;
01/set/96;9;3;1996;;;;;12,9;31;92,3;;83,15482331;54,59381231;78,90165102;;;;;;;;;;;;;;;;;;;;;;;;;;
01/out/96;10;4;1996;;;;;13,1;32;95,3;;83,52888937;58,91248829;82,60126705;;;;;;;;;;;;;;;;;;;;;;;;;;
01/nov/96;11;4;1996;;;;;12,7;34;95;;83,50879656;57,7046548;83,03157483;;;;;;;;;;;;;;;;;;;;;;;;;;
01/dez/96;12;4;1996;;;;;12,1;34;94,3;;80,95101247;53,92034893;76,96283636;;;;;;;;;;;;;;;;;;;;;;;;;;
01/jan/97;1;1;1997;;;;;12,2;36;90,6;;80,07662558;55,02635841;76,73062175;;;;;;;;;;;;;;;;;;;;;;;;;;
01/fev/97;2;1;1997;;;;;12,8;35;92,3;;78,86445964;47,77121539;70,8102566;;;;;;;;;;;;;;;;;;;;;;;;;;
01/mar/97;3;1;1997;;;;;13,5;35;90,8;;80,99499672;56,16469375;79,92256398;;;;;;;;;;;;;;;;;;;;;;;;;;
01/abr/97;4;2;1997;;;;;14,1;33;92,4;;81,85228973;60,71328555;83,66637591;;;;;;;;;;;;;;;;;;;;;;;;;;
01/mai/97;5;2;1997;;;;;14,1;34;90,7;;82,89771538;59,00166306;84,38081861;;;;;;;;;;;;;;;;;;;;;;;;;;
01/jun/97;6;2;1997;;;;;14,2;35;91,8;;82,15278213;59,24524589;84,86966836;;;;;;;;;;;;;;;;;;;;;;;;;;
01/jul/97;7;3;1997;;;;;14,2;37;89,9;;83,70422658;62,13479924;86,37619173;;;;;;;;;;;;;;;;;;;;;;;;;;
01/ago/97;8;3;1997;;;;;14,2;38;92,8;;82,76046453;59,62525642;82,86728649;;;;;;;;;;;;;;;;;;;;;;;;;;
01/set/97;9;3;1997;;;;;13,1;39;94,8;;82,45207496;62,34513539;84,28918384;;;;;;;;;;;;;;;;;;;;;;;;;;
01/out/97;10;4;1997;;;;;12,6;37;98,3;;83,23689393;67,53287767;88,00679719;;;;;;;;;;;;;;;;;;;;;;;;;;
01/nov/97;11;4;1997;;;;;12,3;37;96,8;;81,99733779;61,28240475;83,85516964;;;;;;;;;;;;;;;;;;;;;;;;;;
01/dez/97;12;4;1997;;;;;13;37;94,7;;79,27051424;60,15385926;80,07492435;;;;;;;;;;;;;;;;;;;;;;;;;;
01/jan/98;1;1;1998;;;;;13;37;92,3;;80,3600241;53,35612465;75,85500648;1640317093;;;;;;;;;;;;;;;;;;;;;;;;;
01/fev/98;2;1;1998;;;;;13,7;39;89,9;;81,91446747;50,47587649;75,06392718;1495290101;;;;;;;;;;;;;;;;;;;;;;;;;
01/mar/98;3;1;1998;;;;;14,5;38;89,5;;83,4316242;64,09077999;86,17805657;1318423225;;;;;;;;;;;;;;;;;;;;;;;;;
01/abr/98;4;2;1998;;;;;15,4;38;89,4;;83,22799711;60,71609649;83,68057996;1536108227;;;;;;;;;;;;;;;;;;;;;;;;;
01/mai/98;5;2;1998;;;;;15,7;37;91,5;;83,82008509;61,51120589;84,45741444;1545387133;;;;;;;;;;;;;;;;;;;;;;;;;
01/jun/98;6;2;1998;;;;;15,4;38;93,2;;82,4326819;61,62509758;86,12785103;1548609259;;;;;;;;;;;;;;;;;;;;;;;;;
01/jul/98;7;3;1998;;;;;15,5;39;95,3;;82,28003656;63,20019543;84,34572077;1508402092;;;;;;;;;;;;;;;;;;;;;;;;;
01/ago/98;8;3;1998;;;;;15,5;39;97,5;;82,41978652;62,98884153;83,54903284;1510689519;;;;;;;;;;;;;;;;;;;;;;;;;
01/set/98;9;3;1998;;;;;15,9;41;97,1;;81,80780566;67,21906971;86,02978294;1537906287;;;;;;;;;;;;;;;;;;;;;;;;;
01/out/98;10;4;1998;;;;;16,9;42;98,6;;82,91271001;64,42862636;84,76940806;1494929788;;;;;;;;;;;;;;;;;;;;;;;;;
01/nov/98;11;4;1998;;;;;17,7;44;98,9;;82,09350336;65,14362385;85,42803226;1659601214;;;;;;;;;;;;;;;;;;;;;;;;;
01/dez/98;12;4;1998;;;;;17,3;46;99,9;;79,32309541;56,75184176;80,7666242;1550533730;;;;;;;;;;;;;;;;;;;;;;;;;
01/jan/99;1;1;1999;;;;;17,2;45;94,3;;77,50944485;49,93525445;74,12606675;1475509095;;;;;;;;;;;;;;;;;;;;;;;;;
01/fev/99;2;1;1999;;;;;17,2;47;93,8;;78,88015402;56,47796859;77,26396318;1187939335;;;;;;;;;;;;;;;;;;;;;;;;;
01/mar/99;3;1;1999;;;;;18,6;46;90,5;;82,59412409;69,77765866;87,85077515;1471582605;;;;;;;;;;;;;;;;;;;;;;;;;
01/abr/99;4;2;1999;;;;;19,2;44;90,3;;80,52996324;58,90216534;80,03532866;1545053519;;;;;;;;;;;;;;;;;;;;;;;;;
01/mai/99;5;2;1999;;;;;19,3;42;87,8;;84,4718517;66,5478357;86,07534552;1396708430;;;;;;;;;;;;;;;;;;;;;;;;;
01/jun/99;6;2;1999;;;;;19,5;41;88,9;;83,06095693;66,65799562;87,62288569;1458350320;;;;;;;;;;;;;;;;;;;;;;;;;
01/jul/99;7;3;1999;;;;;19,4;43;91,4;;83,4193286;64,63469762;87,60378767;1550056845;;;;;;;;;;;;;;;;;;;;;;;;;
01/ago/99;8;3;1999;;;;;19,6;45;92,9;;83,81858563;77,48662372;92,78811767;1465411414;;;;;;;;;;;;;;;;;;;;;;;;;
01/set/99;9;3;1999;;;;;19,6;47;93,5;;83,40203479;70,84252173;90,65180769;1572861171;;;;;;;;;;;;;;;;;;;;;;;;;
01/out/99;10;4;1999;;;;;19,7;50;94,8;;84,42166967;73,94284741;92,02101547;1527420483;;;;;;;;;;;;;;;;;;;;;;;;;
01/nov/99;11;4;1999;;;;;19,4;50;96;;84,18865311;75,35689756;93,15290479;1530081947;;;;;;;;;;;;;;;;;;;;;;;;;
01/dez/99;12;4;1999;;;;;18,1;52;99;;83,5653763;72,14616964;89,67499553;1570486051;;;;;;;;;;;;;;;;;;;;;;;;;
01/jan/00;1;1;2000;;;;;16,7;49;97;;83,13093187;68,99941493;84,42784085;1720957695;;;;;;;;;;;;;;;;;;;;;;;;;
01/fev/00;2;1;2000;;;;;16,8;46;96;;84,32360479;74,43461719;88,37645371;1466697691;;;;;;;;;;;;;;;;;;;;;;;;;
01/mar/00;3;1;2000;;;;;17,7;44;93,1;;85,05414319;80,81865841;94,84436651;1469567554;;;;;;;;;;;;;;;;;;;;;;;;;
01/abr/00;4;2;2000;;;;;18,8;44;95,2;;85,52257545;75,77587359;92,01320332;1568407936;;;;;;;;;;;;;;;;;;;;;;;;;
01/mai/00;5;2;2000;;;;;18,4;45;97,4;;85,28955889;83,10066017;97,40569459;1423031866;;;;;;;;;;;;;;;;;;;;;;;;;
01/jun/00;6;2;2000;;;;;17,8;45;100,2;;84,29371549;77,32145653;95,84551127;1582562276;;;;;;;;;;;;;;;;;;;;;;;;;
01/jul/00;7;3;2000;;;;;16,8;44;102,5;;84,09138794;83,16342176;97,74938445;1541154993;;;;;;;;;;;;;;;;;;;;;;;;;
01/ago/00;8;3;2000;;;;;16,5;43;102,7;;84,38378324;84,45931534;99,19452567;1545787644;;;;;;;;;;;;;;;;;;;;;;;;;
01/set/00;9;3;2000;;;;;16,2;42;101,1;;84,60410434;78,60319847;95,40821826;1660977122;;;;;;;;;;;;;;;;;;;;;;;;;
01/out/00;10;4;2000;;;;;16,3;45;100,4;;86,87789013;88,96564606;101,6116395;1595749965;;;;;;;;;;;;;;;;;;;;;;;;;
01/nov/00;11;4;2000;;;;;15,9;45;100,8;;85,95951899;89,06029733;101,0915022;1698887566;;;;;;;;;;;;;;;;;;;;;;;;;
01/dez/00;12;4;2000;;;;;15;45;102,3;;84,42176964;83,84536643;94,61879955;1649316923;;;;;;;;;;;;;;;;;;;;;;;;;
01/jan/01;1;1;2001;;;;;14,4;44;100,8;;82,80964692;81,75848294;91,83185776;1885087084;;;;;;;;;;;;;;;;;;;;;;;;;
01/fev/01;2;1;2001;;;;;14,7;41;100,6;;83,40653318;73,30570571;90,9465317;1636074556;;;;;;;;;;;;;;;;;;;;;;;;;
01/mar/01;3;1;2001;;;;;15,4;40;98,4;;85,86675221;87,43811172;101,5740366;1478048075;;;;;;;;;;;;;;;;;;;;;;;;;
01/abr/01;4;2;2001;;;;;15,6;40;100,6;;84,3191064;80,0083816;97,41144883;1784782968;;;;;;;;;;;;;;;;;;;;;;;;;
01/mai/01;5;2;2001;;;;;15,4;40;100,2;;84,89809907;86,42239689;104,7517598;1665968550;;;;;;;;;;;;;;;;;;;;;;;;;
01/jun/01;6;2;2001;;;;;15;45;101,5;;84,8226261;84,46072046;102,0803995;1599996713;;;;;;;;;;;;;;;;;;;;;;;;;
01/jul/01;7;3;2001;;;;;14,6;43;99,5;;84,24643242;85,05588998;105,965306;1705198936;;;;;;;;;;;;;;;;;;;;;;;;;
01/ago/01;8;3;2001;;;;;14,3;45;99,2;;85,56106167;95,59412425;105,9501551;1575426257;;;;;;;;;;;;;;;;;;;;;;;;;
01/set/01;9;3;2001;;;;;14,5;43;99,6;;84,11168068;81,34247208;100,307941;1743674860;;;;;;;;;;;;;;;;;;;;;;;;;
01/out/01;10;4;2001;;;;;15,3;44;98,9;;84,62669626;92,10299044;104,5200397;1658951384;;;;;;;;;;;;;;;;;;;;;;;;;
01/nov/01;11;4;2001;;;;;15,1;44;99,2;;85,81177189;90,41772196;101,319246;1627062347;;;;;;;;;;;;;;;;;;;;;;;;;
01/dez/01;12;4;2001;;;;;14,8;46;98;;80,52556482;70,12301039;90,0201651;1978365212;;;;;;;;;;;;;;;;;;;;;;;;;
01/jan/02;1;1;2002;85,4;;;;14,5;48;95,6;;81,53760242;74,06971081;91,40538987;1535002716;;;;;;;;;;;;;;;;;;;;;;;;;
01/fev/02;2;1;2002;84,3;;;;15;50;94,9;;82,79045379;70,92686069;91,32967418;1713828249;;;;;;;;;;;;;;;;;;;;;;;;;
01/mar/02;3;1;2002;98,8;;;;15,8;48;93,9;;84,26892437;79,7848433;98,55995542;1433190399;;;;;;;;;;;;;;;;;;;;;;;;;
01/abr/02;4;2;2002;108,2;;;;15,7;47;96,1;;84,80863111;85,49582725;102,9172096;1767872347;;;;;;;;;;;;;;;;;;;;;;;;;
01/mai/02;5;2;2002;109,8;;;;16;46;97,4;;83,9591353;83,85725387;104,7249353;1614965213;;;;;;;;;;;;;;;;;;;;;;;;;
01/jun/02;6;2;2002;99;;;;15,9;45;98,6;;83,17921458;85,89736649;104,3652926;1643303520;;;;;;;;;;;;;;;;;;;;;;;;;
01/jul/02;7;3;2002;99,7;;;;15,9;43;100,6;;84,23893511;88,45353711;107,1380974;1610707195;;;;;;;;;;;;;;;;;;;;;;;;;
01/ago/02;8;3;2002;96,8;;;;15,4;42;100,5;;85,85705568;99,55645402;111,2303405;1622512622;;;;;;;;;;;;;;;;;;;;;;;;;
01/set/02;9;3;2002;94,2;;;;15,5;42;101,6;;85,38972302;94,6868501;104,4214569;1660850622;;;;;;;;;;;;;;;;;;;;;;;;;
01/out/02;10;4;2002;101,9;;;;15,1;41;100,1;;84,4517589;102,7422366;110,745091;1545409212;;;;;;;;;;;;;;;;;;;;;;;;;
01/nov/02;11;4;2002;97,6;;;;14,8;44;97,1;;84,62689618;89,02748159;102,1761458;1634232859;;;;;;;;;;;;;;;;;;;;;;;;;
01/dez/02;12;4;2002;82,7;;;;14,2;45;96;;82,80005035;84,89438669;95,40484344;2004658980;;;;;;;;;;;;;;;;;;;;;;;;;
01/jan/03;1;1;2003;87,9;;;100,78;14,3;48;91,9;;81,2651;104,4879;98,64858986;1795358534;;;;;;;;;;;;;;;;;;;;;;;;;
01/fev/03;2;1;2003;87,4;;;111,61;14,8;48;89,3;;77,9711;116,2597;100,7889966;1549650775;;;;;;;;;;;;;;;;;;;;;;;;;
01/mar/03;3;1;2003;103,8;;;127,59;15,3;47;87,4;;81,9448;160,0762;114,9299501;1378130864;;;;;;;;;;;;;;;;;;;;;;;;;
01/abr/03;4;2;2003;107,1;;;118,59;16,3;43;86,4;;84,2654;138,1112;112,7154427;1291839840;;;;;;;;;;;;;;;;;;;;;;;;;
01/mai/03;5;2;2003;107,5;;;101,62;16,6;41;87,1;;83,2434;130,9919;111,813928;1419750115;;;;;;;;;;;;;;;;;;;;;;;;;
01/jun/03;6;2;2003;93,6;;;93,58;17,6;41;87;;82,1612;99,1315;103,8825595;1829382344;;;;;;;;;;;;;;;;;;;;;;;;;
01/jul/03;7;3;2003;93;;;93,34;17,7;42;86,8;;81,1417;100,2129;106,6495636;1321823030;;;;;;;;;;;;;;;;;;;;;;;;;
01/ago/03;8;3;2003;90;;;91,89;17,8;42;89,7;;81,7319;99,4137;103,9718586;1508241718;;;;;;;;;;;;;;;;;;;;;;;;;
01/set/03;9;3;2003;95;;;93,2;17,8;43;89,6;;82,7812;101,0774;105,2820228;1527632356;;;;;;;;;;;;;;;;;;;;;;;;;
01/out/03;10;4;2003;102,6;;;99,28;17,7;44;91,6;;83,5685;109,9134;109,8623728;1681280103;;;;;;;;;;;;;;;;;;;;;;;;;
01/nov/03;11;4;2003;95,3;;;101,69;17,3;44;90,2;;82,8539;93,5255;102,6948654;2012953813;;;;;;;;;;;;;;;;;;;;;;;;;
01/dez/03;12;4;2003;86,7;;;100,86;15,9;44;93;;79,8464;88,4166;96,20360296;2024838913;;;;;;;;;;;;;;;;;;;;;;;;;
01/jan/04;1;1;2004;87,6;52;;102,53;15,3;46;91,8;;79,2805;93,9276;96,4341538;1662438464;;;62850,45506;2,74;;0,93;;;1739224;;;;;;;;;;;;;;;;
01/fev/04;2;1;2004;87,5;49,2;;109,46;15,8;47;90,1;;81,56;98,8968;99,08299277;1568452186;;;62493,0233;2,78;;0,89;;;1752253;;;;;;;;;;;;;;;;
01/mar/04;3;1;2004;113,7;58,6;;135,68;17,2;45;88,1;;85,2423;129,3037;114,1171922;1468476136;;;63076,16891;2,64;;0,89;;;1765430;;;;;;;;;;;;;;;;
01/abr/04;4;2;2004;110,7;57,1;;119,35;17,7;44;90,5;;84,8928;130,4454;112,4339447;1414078967;;;63464,52363;2,62;;0,89;;;1772820;;;;;;;;;;;;;;;;
01/mai/04;5;2;2004;111,7;59,7;;102,62;17,2;41;92,1;;84,6895;129,9913;114,3856557;1559694312;;;63720,32091;2,46;;0,91;;;1777286;;;;;;;;;;;;;;;;
01/jun/04;6;2;2004;110,7;57,2;;99,34;16,8;43;93,2;;85,4903;133,7635;116,8691804;1475262078;;;63272,18146;2,25;;0,91;;;1781728;;;;;;;;;;;;;;;;
01/jul/04;7;3;2004;114,3;59,7;;100,91;16,3;43;92,5;;84,8325;137,2825;119,4328604;1603202137;;;63065,27844;2,23;;0,88;;;1786681;;;;;;;;;;;;;;;;
01/ago/04;8;3;2004;102,2;58,9;;97,96;15,9;44;91,3;;84,8195;126,5106;116,8599129;1627175742;;;63235,14749;2,21;;0,93;;;1793248;;;;;;;;;;;;;;;;
01/set/04;9;3;2004;93,1;56;;95,19;15,1;44;90,8;;83,965;111,3456;110,3096073;1559348454;;;63903,67628;2,17;;0,91;;;1801053;;;;;;;;;;;;;;;;
01/out/04;10;4;2004;104,1;60,7;;101,79;14,8;45;89,5;;85,2656;110,7659;111,1061586;1712503227;;;65278,32359;2,15;;0,88;;;1814492;;;;;;;;;;;;;;;;
